16:31:00.912,None
16:31:24.260,array('B', [1, 181, 148, 9, 253, 55, 6, 254, 96, 30, 213, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.266,array('B', [17, 178, 37, 12, 120, 61, 57, 254, 97, 30, 192, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.271,array('B', [1, 174, 237, 12, 144, 61, 15, 254, 88, 30, 148, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.280,array('B', [17, 173, 47, 12, 16, 59, 81, 254, 77, 30, 118, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.287,array('B', [17, 172, 139, 11, 156, 57, 68, 254, 44, 30, 43, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.291,array('B', [1, 172, 157, 9, 137, 51, 145, 254, 18, 29, 238, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.296,array('B', [1, 173, 115, 6, 50, 46, 113, 254, 5, 29, 203, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.301,array('B', [1, 174, 237, 3, 245, 42, 148, 253, 249, 29, 162, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.319,array('B', [1, 176, 238, 2, 12, 37, 250, 253, 241, 29, 95, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.324,array('B', [1, 178, 80, 0, 30, 34, 115, 253, 247, 29, 52, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.329,array('B', [1, 184, 216, 246, 131, 21, 74, 254, 3, 29, 27, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.333,array('B', [1, 186, 137, 244, 173, 17, 207, 254, 18, 29, 11, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.339,array('B', [17, 187, 52, 244, 21, 14, 17, 254, 43, 28, 251, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.343,array('B', [1, 188, 175, 243, 20, 13, 254, 254, 182, 28, 237, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.348,array('B', [1, 189, 35, 242, 124, 16, 145, 254, 232, 28, 243, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.351,array('B', [1, 187, 138, 241, 191, 19, 92, 255, 20, 28, 250, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.356,array('B', [1, 185, 168, 240, 7, 24, 124, 255, 76, 29, 5, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.371,array('B', [1, 183, 51, 239, 147, 29, 46, 255, 142, 29, 18, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.379,array('B', [33, 181, 69, 240, 148, 32, 120, 255, 182, 29, 28, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.384,array('B', [1, 168, 143, 233, 145, 46, 77, 255, 216, 29, 40, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.388,array('B', [1, 162, 172, 230, 4, 42, 209, 255, 246, 29, 53, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.402,array('B', [17, 161, 135, 228, 125, 39, 92, 0, 20, 29, 68, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.408,array('B', [17, 160, 171, 226, 39, 34, 255, 0, 71, 29, 134, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.416,array('B', [17, 159, 6, 218, 134, 17, 115, 0, 80, 29, 176, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.420,array('B', [1, 163, 172, 217, 133, 11, 83, 0, 88, 29, 202, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.425,array('B', [1, 169, 107, 216, 151, 8, 130, 0, 96, 29, 223, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.431,array('B', [1, 173, 29, 216, 5, 4, 147, 0, 162, 30, 83, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.436,array('B', [1, 175, 250, 216, 103, 255, 177, 0, 218, 30, 155, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.441,array('B', [1, 182, 136, 220, 92, 246, 21, 1, 13, 30, 218, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.445,array('B', [1, 186, 247, 223, 221, 241, 203, 1, 45, 30, 254, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.449,array('B', [1, 192, 60, 228, 3, 239, 202, 1, 80, 31, 32, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.463,array('B', [1, 195, 159, 231, 10, 241, 123, 1, 152, 31, 82, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.467,array('B', [1, 198, 81, 234, 78, 246, 46, 1, 211, 31, 105, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.474,array('B', [17, 203, 119, 248, 65, 15, 35, 2, 16, 31, 119, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.484,array('B', [33, 203, 64, 251, 225, 21, 172, 2, 62, 31, 125, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.502,array('B', [1, 200, 75, 2, 171, 30, 126, 2, 103, 31, 130, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.506,array('B', [1, 192, 237, 9, 15, 36, 97, 2, 184, 31, 156, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.513,array('B', [17, 183, 69, 13, 4, 55, 67, 2, 189, 31, 169, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.519,array('B', [17, 181, 111, 12, 168, 58, 44, 2, 182, 31, 201, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.524,array('B', [1, 176, 110, 10, 95, 57, 56, 2, 156, 31, 240, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.529,array('B', [1, 174, 188, 8, 167, 54, 214, 2, 43, 32, 87, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.536,array('B', [17, 173, 139, 5, 209, 51, 90, 2, 6, 32, 116, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.541,array('B', [1, 173, 54, 3, 1, 47, 138, 1, 177, 32, 177, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.563,array('B', [33, 174, 91, 253, 213, 40, 81, 1, 143, 32, 200, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.567,array('B', [1, 176, 48, 249, 35, 31, 126, 1, 103, 32, 226, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.574,array('B', [17, 183, 210, 239, 56, 16, 219, 1, 69, 32, 250, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.585,array('B', [0])
16:31:24.596,array('B', [0])
16:31:24.607,array('B', [0])
16:31:24.617,array('B', [0])
16:31:24.624,array('B', [17, 186, 162, 236, 171, 10, 119, 1, 29, 33, 24, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.635,array('B', [0])
16:31:24.657,array('B', [0])
16:31:24.662,array('B', [1, 180, 44, 0, 183, 43, 143, 0, 236, 33, 129, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.677,array('B', [0])
16:31:24.688,array('B', [0])
16:31:24.708,array('B', [0])
16:31:24.719,array('B', [0])
16:31:24.746,array('B', [0])
16:31:24.757,array('B', [0])
16:31:24.777,array('B', [0])
16:31:24.788,array('B', [0])
16:31:24.805,array('B', [33, 182, 167, 3, 31, 41, 118, 0, 243, 33, 152, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.814,array('B', [33, 184, 234, 251, 96, 32, 163, 1, 2, 34, 34, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.821,array('B', [17, 185, 27, 251, 127, 29, 83, 0, 36, 35, 3, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.825,array('B', [1, 184, 27, 250, 17, 28, 229, 255, 184, 34, 219, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.838,array('B', [17, 183, 191, 249, 90, 29, 156, 254, 37, 33, 31, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.842,array('B', [1, 183, 27, 248, 28, 29, 205, 253, 242, 32, 217, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.853,array('B', [49, 181, 20, 247, 107, 27, 15, 253, 210, 32, 167, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.868,array('B', [1, 179, 208, 246, 125, 26, 149, 253, 199, 32, 148, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.873,array('B', [1, 179, 117, 245, 64, 27, 70, 253, 180, 32, 118, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.880,array('B', [17, 179, 245, 245, 46, 22, 202, 253, 157, 32, 76, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.884,array('B', [1, 181, 111, 245, 58, 21, 80, 253, 149, 32, 56, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.888,array('B', [1, 182, 148, 245, 46, 21, 7, 253, 137, 32, 29, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.899,array('B', [33, 183, 197, 245, 113, 21, 13, 253, 129, 31, 245, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.906,array('B', [17, 185, 235, 245, 253, 20, 110, 253, 134, 31, 233, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.910,array('B', [1, 186, 253, 246, 253, 19, 0, 253, 138, 31, 227, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.929,array('B', [33, 187, 89, 247, 126, 18, 244, 253, 142, 31, 221, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.937,array('B', [17, 187, 16, 248, 132, 19, 238, 253, 154, 31, 210, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.941,array('B', [1, 183, 100, 250, 108, 27, 180, 253, 175, 31, 199, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.948,array('B', [17, 181, 215, 250, 224, 29, 217, 253, 184, 31, 195, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.959,array('B', [17, 180, 117, 251, 72, 32, 169, 253, 208, 31, 185, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.965,array('B', [17, 179, 202, 251, 151, 34, 66, 253, 237, 31, 151, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.970,array('B', [1, 178, 190, 251, 35, 33, 133, 253, 240, 31, 137, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.989,array('B', [49, 179, 7, 251, 54, 31, 230, 253, 242, 31, 119, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:24.999,array('B', [33, 179, 159, 251, 17, 30, 193, 253, 241, 31, 95, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.005,array('B', [17, 182, 142, 249, 102, 28, 82, 253, 242, 31, 58, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.009,array('B', [1, 184, 27, 249, 138, 23, 123, 253, 246, 31, 43, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.022,array('B', [1, 184, 131, 249, 163, 22, 111, 253, 254, 31, 27, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.028,array('B', [17, 184, 198, 249, 212, 22, 86, 254, 33, 30, 245, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.038,array('B', [33, 185, 113, 251, 66, 28, 107, 254, 72, 30, 232, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.043,array('B', [1, 184, 76, 251, 139, 29, 101, 254, 90, 30, 229, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.047,array('B', [1, 184, 21, 251, 109, 29, 107, 254, 109, 30, 226, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.058,array('B', [49, 184, 2, 251, 66, 29, 193, 254, 168, 30, 210, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.074,array('B', [33, 182, 173, 249, 53, 29, 211, 254, 198, 30, 198, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.084,array('B', [33, 181, 130, 247, 248, 28, 211, 254, 211, 30, 193, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.093,array('B', [33, 180, 111, 246, 82, 27, 64, 254, 231, 30, 186, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.112,array('B', [33, 179, 135, 245, 94, 25, 51, 255, 13, 30, 179, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.116,array('B', [1, 180, 166, 245, 21, 24, 179, 255, 46, 30, 179, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.128,array('B', [49, 183, 51, 245, 137, 20, 202, 255, 89, 30, 185, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.141,array('B', [17, 184, 57, 246, 15, 20, 110, 255, 132, 30, 196, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.145,array('B', [1, 185, 119, 247, 83, 23, 62, 255, 173, 30, 210, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.152,array('B', [17, 184, 186, 248, 187, 25, 88, 0, 10, 30, 244, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.156,array('B', [1, 184, 70, 249, 169, 27, 9, 0, 31, 30, 251, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.161,array('B', [1, 183, 167, 249, 224, 27, 198, 0, 100, 31, 19, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.172,array('B', [0])
16:31:25.178,array('B', [17, 181, 184, 250, 29, 30, 101, 0, 164, 31, 47, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.183,array('B', [1, 181, 130, 250, 29, 30, 108, 0, 179, 31, 56, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.196,array('B', [1, 180, 172, 249, 138, 28, 180, 0, 190, 31, 62, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.208,array('B', [49, 180, 148, 249, 10, 28, 21, 0, 209, 31, 79, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.212,array('B', [1, 182, 154, 247, 71, 27, 82, 0, 221, 31, 92, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.235,array('B', [17, 183, 51, 246, 192, 21, 1, 0, 233, 31, 104, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.244,array('B', [33, 183, 204, 246, 21, 19, 43, 0, 243, 31, 115, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.248,array('B', [1, 184, 94, 245, 155, 20, 190, 1, 12, 31, 149, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.255,array('B', [17, 183, 216, 245, 174, 20, 110, 1, 44, 31, 181, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.259,array('B', [1, 183, 14, 245, 155, 22, 93, 1, 68, 31, 199, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.264,array('B', [1, 182, 203, 245, 253, 24, 154, 1, 132, 32, 20, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.268,array('B', [1, 182, 57, 245, 58, 26, 210, 1, 140, 32, 33, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.295,array('B', [0])
16:31:25.300,array('B', [1, 183, 118, 246, 241, 25, 94, 1, 153, 32, 72, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.305,array('B', [1, 185, 119, 247, 174, 25, 167, 1, 153, 32, 89, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.310,array('B', [1, 186, 28, 248, 126, 25, 167, 1, 149, 32, 111, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.317,array('B', [17, 186, 101, 249, 71, 24, 8, 1, 144, 32, 149, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.326,array('B', [33, 186, 131, 249, 90, 21, 104, 1, 134, 32, 234, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.331,array('B', [1, 186, 186, 248, 224, 21, 1, 1, 127, 32, 254, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.335,array('B', [1, 186, 198, 248, 65, 22, 227, 1, 120, 33, 17, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.348,array('B', [33, 186, 82, 248, 10, 23, 160, 1, 114, 33, 40, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.358,array('B', [33, 185, 94, 247, 199, 24, 26, 1, 111, 33, 52, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.362,array('B', [1, 180, 190, 247, 113, 26, 228, 1, 99, 33, 87, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.369,array('B', [17, 180, 1, 247, 168, 27, 216, 1, 91, 33, 103, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.390,array('B', [1, 179, 123, 247, 223, 29, 156, 1, 83, 33, 119, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.401,array('B', [49, 183, 69, 248, 77, 25, 240, 1, 30, 33, 203, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.415,array('B', [33, 185, 21, 247, 242, 24, 197, 1, 16, 33, 223, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.420,array('B', [1, 187, 199, 247, 138, 24, 154, 0, 247, 33, 254, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.424,array('B', [1, 187, 199, 246, 192, 18, 152, 0, 150, 34, 109, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.429,array('B', [1, 186, 229, 247, 52, 16, 164, 0, 127, 34, 134, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.433,array('B', [1, 186, 168, 247, 132, 17, 97, 0, 93, 34, 171, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.446,array('B', [17, 186, 223, 247, 174, 21, 68, 0, 45, 34, 223, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.455,array('B', [33, 186, 156, 247, 150, 25, 69, 0, 37, 34, 233, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.465,array('B', [33, 181, 75, 248, 181, 25, 69, 0, 28, 34, 242, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.469,array('B', [1, 180, 38, 249, 41, 26, 210, 0, 13, 34, 254, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.474,array('B', [1, 180, 74, 248, 217, 29, 193, 255, 254, 35, 4, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.480,array('B', [17, 180, 196, 248, 144, 31, 145, 255, 167, 34, 202, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.484,array('B', [1, 181, 154, 248, 144, 30, 224, 255, 127, 34, 163, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.488,array('B', [1, 181, 227, 248, 156, 28, 82, 255, 101, 34, 137, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.501,array('B', [1, 182, 8, 248, 144, 25, 204, 255, 78, 34, 114, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.506,array('B', [1, 182, 118, 248, 40, 24, 14, 255, 37, 34, 73, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.515,array('B', [33, 185, 33, 247, 156, 25, 142, 255, 17, 34, 52, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.519,array('B', [1, 185, 94, 247, 156, 22, 184, 255, 0, 34, 34, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.523,array('B', [1, 185, 9, 247, 107, 21, 56, 254, 240, 34, 18, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.538,array('B', [1, 184, 228, 247, 119, 20, 226, 254, 186, 33, 216, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.543,array('B', [1, 185, 21, 247, 126, 21, 251, 254, 155, 33, 182, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.547,array('B', [1, 184, 2, 247, 34, 26, 33, 254, 144, 33, 170, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.552,array('B', [1, 182, 240, 247, 71, 25, 197, 254, 134, 33, 158, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.556,array('B', [1, 181, 209, 247, 71, 26, 137, 254, 123, 33, 145, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.562,array('B', [1, 181, 32, 247, 65, 28, 89, 254, 74, 33, 87, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.569,array('B', [17, 180, 196, 247, 83, 29, 242, 254, 57, 33, 68, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.573,array('B', [1, 179, 245, 247, 242, 30, 150, 254, 41, 33, 48, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.577,array('B', [1, 179, 159, 248, 101, 29, 168, 254, 27, 33, 31, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.582,array('B', [1, 179, 92, 248, 144, 28, 156, 254, 8, 33, 8, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.592,array('B', [1, 179, 202, 248, 156, 28, 95, 253, 232, 32, 224, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:25.599,array('B', [17, 180, 202, 248, 181, 28, 198, 253, 217, 32, 205, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
